Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
Matt Thomas,MattMojoMan,4/9/2024,20:13:23+00:00,"Dear news media. The ONLY story that should be on the front pages tomorrow should be Arizona banning abortion rights. Inc. those for rape and incest. 
Do your jobs. @nytimes @TheAtlantic @politico @washingtonpost @cnnbrk @MSNBC @maggieNYT @AP",8,1,3,0,189,0
oh hi there,TheTrollMiester,4/9/2024,20:13:20+00:00,Arizona is fucked up mane🤦🏿‍♂️,0,0,0,0,63,0
Beach49r,beach49r,4/9/2024,20:12:50+00:00,The Arizona Supreme Court Ruling on Abortion- now women in Arizona have less freedom and fewer rights than women in third-world countries. What in the world?,0,0,1,0,25,0
Haider Al-Rekabi 🏴‍☠️,HaiderAlRekabi,4/9/2024,20:12:39+00:00,Arizona has invented the time machine. They just turned back time to 1864.,0,0,0,0,32,0
Mike Fine,michaelcfine,4/9/2024,20:12:37+00:00,"We're NOT gonna party like it's 1864.

#Arizona #AbortionRights #RoevemberIsComing #Roevember2024 #RoeVsWade",0,0,0,0,17,0
Jessica Waters,JessicaWatersAU,4/9/2024,20:12:36+00:00,"When Trump he says he's proud of Dobbs and that he ""did that"" he is blessing every abortion ban in the country-- like Arizona, which just upheld a complete abortion ban (from 1864) that does not have an exception for rape or incest. That's what he did.",1,1,0,0,129,0
Joe’s The Man,NoVaTwitr,4/9/2024,20:12:16+00:00,Thank you Arizona Supreme Court for turning Arizona blue.,0,0,0,0,17,0
JYG,BelugaWaves,4/9/2024,20:11:36+00:00,Arizona state supreme court blocks all abortions based on a law passed in 1864 when women couldn't vote and AZ wasn't a state. Rise up!,0,0,0,0,12,0
𝐄𝐝𝐦𝐮𝐧𝐝 𝐒𝐦𝐢𝐫𝐤 😏,EdmundSmirk,4/9/2024,20:11:26+00:00,I haven’t been following the abortion situation in Arizona. Why doesn’t the legislature just fix this “problem” with a new law? Seems completely avoidable to me. Am I missing something here?,19,1,12,0,2569,0
Crystal Rodriguez🦦🇺🇸🌵,Crodriguez1318,4/9/2024,20:11:13+00:00,Proud of Arizona Supreme Court today!,0,0,1,0,30,0
Wolfie Matilda ☮️ 🌈,Wolfie_Matilda,4/9/2024,20:11:07+00:00,"Good lord, Arizona wasn't even a state until 1912.
#VoteBlueToProtectWomensRights",0,0,0,0,11,0
Larry Weiner aka Angry Natl Park,AngryNatlPark,4/9/2024,20:11:05+00:00,"85 pages in on the WIP and I still like it.

Also Arizona will help us win 2024.

And the Bruins need to destroy the 'Canes today.",1,0,0,0,143,0
Thank You Bobby,1hairyman,4/9/2024,20:10:59+00:00,FUCK ARIZONA #AbortionIsHealthcare,0,0,0,0,74,0
Mansquatch Memesmith,RayStone81,4/9/2024,20:10:57+00:00,The only change to the arizona abortion law would be to add in the health of the mother and then it would be perfect.,0,0,0,0,35,0
Jacque Howard,jacquehoward3,4/9/2024,20:10:38+00:00,"If you’re a woman, or someone you love is a woman/girl, stay far away from Arizona. And don’t vote for anyone who supports any part of these horrible laws, for example, Republicans.",0,0,0,0,20,0
kj✨,krislouwho,4/9/2024,20:10:38+00:00,Arizona is trying to put through a “near-total abortion ban from 1864”….america is proudly regressing 160 years back in time l-o-l,0,0,0,0,100,0
RJ Anderson🏴󠁧󠁢󠁳󠁣󠁴󠁿🇸🇪🇩🇰🏴󠁧󠁢󠁥󠁮󠁧󠁿,rj3000,4/9/2024,20:10:28+00:00,"Curious how the AZ Supreme Court can resurrect a law passed in 1864, 48 years before Arizona became a state???",27,5,5,1,292,0
MeidasTouch,MeidasTouch,4/9/2024,20:10:26+00:00,"You see all the Republicans running to distance themselves from the Arizona Supreme Court decision on abortion they asked for?

If they are this terrified of their own actions, they should talk to women across America and see how they feel.",2988,987,75,30,48511,15
Darryl Buckets,DarrylCurtis_33,4/9/2024,20:10:25+00:00,lol imagine having to live in Arizona,0,0,0,0,86,0
Laura Frank,frankly_laura,4/9/2024,20:10:00+00:00,Arizona abortion ban. Upholding a law from 1864. Republican conservatives want women to live as we did During the Civil War. We cannot let this insanity happen. Is this what we want for our nation? To move backward in fear? Or do we want to embrace the future with hope?,1,1,0,0,81,0
Dem Saints (Nunca Trump),LDS_Dems,4/9/2024,20:09:50+00:00,"Heck of a day for the GOP. 

Trump lost his appeal and has to start his criminal trial soon. 

The GOP's senate candidate in WI came out saying people in nursing homes shouldn't vote because they are too close to death. 

And then there was Arizona.",26,6,1,1,543,0
leejcobb,leejcobb12630,4/9/2024,20:09:49+00:00,"Arizona Supreme Court decided 2 enforce a law from long before any of us were born, before even our grandparents were born.

Theyre enforcing a near-total ban on abortion that was originally passed before Arizona was even a state, in 1864, during the Civil War.

#GOPWarOnWomen",0,0,0,0,39,0
Robert Kilroy,RobertKilroy12,4/9/2024,20:09:42+00:00,"Arizona, the near death experience state. If, for whatever reason, you simply don't want to a child at the time, you're forced to give birth anyway!  #Republicans #Evangelicals #AbortionIsHealthcare  #AbortionIsFreedom",0,0,0,0,10,0
NosfeRYEtu,NosfeRYEtu,4/9/2024,20:09:42+00:00,I cant help but think the Arizona abortion thing is bait. I want to be positive but…. I feel like the intention is to stir up the leftist base.,0,0,0,0,1,0
lemonsuk,lemons_uk,4/9/2024,20:09:39+00:00,#Arizona has declared all women are property of the state. Sounds like something that would happen in Iran.,0,0,0,0,25,0
gianna,gigidancer13,4/9/2024,20:09:37+00:00,The fact that Arizona reimposed a law (that will primarily affect women) from a time when women couldn’t even vote is so sad and disturbing,4,0,1,0,235,0
brooke,oceansofviolet,4/9/2024,20:09:36+00:00,fuck arizona,1,0,0,0,23,0
Stuart R,goinblankagain,4/9/2024,20:09:14+00:00,"In other news, Biden just won Arizona.",2,0,0,0,122,0
Red Panda Politics 🇺🇸🇻🇦✝️⛪ (MAGA),RPP_TheReal,4/9/2024,20:09:08+00:00,I wonder if the Arizona abortion law was passed to undermine Trump after he made the statement.,0,0,0,0,53,0
Brigid Nease,brigid_nease,4/9/2024,20:09:07+00:00,"Women must unite &amp; VOTE BLUE House,Senate &amp; Presidency to SAVE their freedom &amp; human rights. Our daughters, granddaughters, nieces, are counting on us! Women WILL ROAR in 2024! Only way to say GOODBYE MAGA! Now Arizona passes total ban. Only BLUE in ALL races stops this insanity!",0,0,0,0,6,0
RapTV 🟡,wasntnice,4/9/2024,20:09:01+00:00,Sam Smith inflatable spotted in Book Club Arizona‼️👀 Source: @Shawn Mendes,0,0,0,0,1,0
William Demeter SR,DemeterSr,4/9/2024,20:09:01+00:00,This is ridiculous Arizona's ruling is absolutely no abortions even if you're raped that is ridiculous and this was all Donald Trump's doing I urge everyone not to vote for Donald Trump do not put him back in the White House the country will go to hell,0,1,0,0,8,0
Social Distancing Champion,BradBellflower2,4/9/2024,20:08:47+00:00,Fuck Arizona,0,0,0,0,37,0
Rick Mann,Keno1951Mann,4/9/2024,20:08:46+00:00,"Wow, a lot of people in Arizona are really mad because they cant murder babies. You would think this is some kind of major income, or something.",3,0,0,0,15,0
👑 Mαχιмυs Knιgнт♞,Maximus_4EVR,4/9/2024,20:08:02+00:00,"FWIW Just for the record, @KariLake does not support the Arizona Supreme Court's decision to unilaterally ban abortion and has called on Katie Hobbs and the Republican Legislature to work out a compromise.

If you're an AZ Independent or Moderate, her position aligns with you.",267,54,5,15,27595,5
"SharpSassyHeels, Esq.",SharpSassyheels,4/9/2024,20:08:00+00:00,"Arizona, your antiquated law shoved down women’s throats may have just clinched Democrat wins everywhere, including the Presidency! 

Thank you and more importantly, Fu*k you! 
#Roevember",1,1,0,0,42,0
Gen-Z for Change,genzforchange,4/9/2024,20:07:50+00:00,"Arizona's Supreme Court upheld an abortion ban FROM 1864. This ban could jail abortion providers with no exceptions for rape or incest. 

For context, this ban is older than Arizona's statehood and the 19th Amendment.

This is the post-Roe world that Republicans wanted.",53,10,4,0,2340,0
YummyUranium235,YUranium235,4/9/2024,20:07:43+00:00,"Taiwan is moving their factories to Phoenix Arizona.  

At the same time it's announced it's illegal to have an abortion, except threatened with death of mother.

...They plan on breeding families of autistic Taiwanese Chinese chip manufacturers for generations, don't they?",2,0,1,0,71,0
SusanTPartlowPartArtsUSA,SusanTPartlow,4/9/2024,20:07:38+00:00,"On now @TheLeadCNN 
Outrageous #Arizona 
#SupremeCourt decision
!?Civil war era abortion ban?!

@DougDucey signed law for
15week ban when he was #GOP
governor
#COVIDIOTS 
#RoeVsWade",0,0,0,0,1,0
Grumpy Joe 🐶🐾,GrumpyJ365,4/9/2024,20:07:28+00:00,Fuck you Arizona,0,0,0,0,16,0
Rahna Epting,rahnamepting,4/9/2024,20:07:09+00:00,"Yesterday, Donald Trump said states should decide on abortion bans. Today, Arizona used a law from 1864 to ban nearly all abortions.

This is the Republican plan. This is Donald Trump’s plan. They can’t run from it. They can’t hide from it.

And they can’t lie to voters about it.",19,7,0,0,1515,0
DrMeecrob,DrMeecrob,4/9/2024,20:07:05+00:00,I see Arizona is trying to redefine what it means to be a piece of shit 🙄,0,0,0,0,19,0
Vicki Bellamy ✍🏻🗳 🗽,va2ak1,4/9/2024,20:06:51+00:00,Arizona just gave Taylor Sheridan a whole new series to write and film. #1864,0,0,0,0,8,0
Democracy is in danger!!,SAfricaphotog,4/9/2024,20:06:47+00:00,Way to go Arizona SC. You just handed Rueben Gallago the senate seat....and ensured massive turn out for dems.,0,0,0,0,10,0
